Order Date,Product Name,Category,Region,Quantity,Sales,Cost,Profit
3/29/2022,Mouse,Accessories,West,5,5430,5119.14,310.86
1/15/2024,Tablet,Electronics,South,7,6874,6419.47,454.53
7/12/2023,Printer,Office,East,8,8952,7126.63,1825.37
6/6/2022,Mouse,Accessories,East,8,416,348.19,67.81
11/18/2023,Smartphone,Electronics,South,3,1680,1539.73,140.27
8/27/2022,Mouse,Accessories,South,7,4340,3956.1,383.9
1/16/2022,Laptop,Electronics,West,9,7650,5519.18,2130.82
4/3/2024,Smartwatch,Electronics,West,8,6328,5915.24,412.76
8/19/2022,Keyboard,Accessories,West,2,1312,968,344
1/21/2022,Camera,Electronics,East,9,8055,5754.83,2300.17
3/19/2022,Camera,Electronics,South,2,840,686.39,153.61
3/16/2023,Tablet,Electronics,South,9,9423,6628.11,2794.89
12/30/2023,Monitor,Accessories,North,8,6520,5406.88,1113.12
10/20/2022,Laptop,Electronics,North,3,1950,1833.88,116.12
10/16/2023,Camera,Electronics,South,6,5928,4750.8,1177.2
7/29/2023,Camera,Electronics,South,7,4809,3390.28,1418.72
6/4/2023,Smartphone,Electronics,West,4,356,332.6,23.4
4/28/2023,Laptop,Electronics,South,2,570,475.61,94.39
5/13/2022,Monitor,Accessories,East,7,7791,6883.04,907.96
5/10/2024,Smartwatch,Electronics,East,4,4168,3673.52,494.48
8/21/2023,Tablet,Electronics,North,2,684,500.15,183.85
1/5/2024,Smartphone,Electronics,East,7,3857,3409.01,447.99
9/7/2024,Camera,Electronics,North,5,3250,2550.01,699.99
8/3/2023,Printer,Office,North,6,1194,1114.38,79.62
5/7/2023,Laptop,Electronics,West,6,3486,3165.09,320.91
8/5/2022,Monitor,Accessories,West,7,1554,1183.03,370.97
7/19/2024,Smartwatch,Electronics,North,3,2601,2137.64,463.36
11/15/2022,Headphones,Accessories,West,4,3616,2870.25,745.75
2/1/2023,Mouse,Accessories,West,5,3350,2363.67,986.33
12/20/2023,Smartwatch,Electronics,South,5,2545,1956.53,588.47
8/26/2024,Monitor,Accessories,East,1,545,476.72,68.28
12/19/2023,Mouse,Accessories,North,7,1470,1291.15,178.85
11/30/2023,Camera,Electronics,South,3,3126,2255.05,870.95
12/27/2024,Laptop,Electronics,West,3,1368,1065.71,302.29
12/21/2024,Headphones,Accessories,East,9,7083,5729.61,1353.39
1/28/2024,Printer,Office,East,2,1994,1540.26,453.74
9/3/2022,Camera,Electronics,North,4,4716,3631.84,1084.16
2/29/2024,Monitor,Accessories,South,1,975,849.15,125.85
4/21/2023,Smartphone,Electronics,West,9,9891,8116.97,1774.03
5/24/2024,Smartwatch,Electronics,South,2,626,466.51,159.49
5/19/2024,Monitor,Accessories,East,8,5632,4011.96,1620.04
9/10/2024,Printer,Office,West,3,2568,1833.4,734.6
9/12/2023,Tablet,Electronics,East,7,5285,4655.93,629.07
11/8/2023,Camera,Electronics,East,2,516,393.23,122.77
5/31/2022,Monitor,Accessories,East,3,2139,1635.92,503.08
1/5/2023,Laptop,Electronics,East,9,8136,6212.11,1923.89
10/25/2024,Laptop,Electronics,West,5,2130,1811.01,318.99
4/1/2024,Headphones,Accessories,South,5,3445,3242.85,202.15
12/16/2024,Tablet,Electronics,East,8,5376,4946.16,429.84
8/5/2023,Printer,Office,West,6,3006,2275.86,730.14
12/31/2022,Headphones,Accessories,North,7,3941,2827.15,1113.85
3/10/2023,Monitor,Accessories,North,5,3350,2960.05,389.95
5/5/2024,Printer,Office,South,3,2019,1753.56,265.44
6/9/2022,Headphones,Accessories,North,8,2416,2012.62,403.38
5/13/2022,Monitor,Accessories,West,8,6160,5475.29,684.71
4/7/2022,Printer,Office,East,4,2796,2113.35,682.65
12/19/2024,Smartwatch,Electronics,South,7,7700,6126.59,1573.41
6/17/2024,Smartwatch,Electronics,West,5,2095,1901.07,193.93
9/25/2024,Camera,Electronics,North,5,5990,4441.38,1548.62
12/27/2024,Smartwatch,Electronics,North,2,1206,898.98,307.02
3/15/2024,Smartwatch,Electronics,South,5,1330,1044.22,285.78
7/25/2022,Camera,Electronics,West,6,2706,1939.32,766.68
1/14/2023,Laptop,Electronics,East,3,426,375.2,50.8
11/13/2024,Tablet,Electronics,West,1,414,363.74,50.26
6/29/2024,Laptop,Electronics,East,5,5465,4918.67,546.33
5/22/2024,Tablet,Electronics,South,3,726,654.94,71.06
4/30/2022,Smartwatch,Electronics,East,1,1001,775.25,225.75
2/16/2022,Mouse,Accessories,West,9,7362,5495.35,1866.65
5/14/2022,Keyboard,Accessories,East,4,2284,1707.41,576.59
12/17/2022,Tablet,Electronics,East,4,2940,2373.64,566.36
5/16/2023,Printer,Office,South,4,3068,2199.11,868.89
8/7/2024,Smartphone,Electronics,North,3,3477,2614.79,862.21
8/4/2024,Smartwatch,Electronics,West,9,4014,3809.52,204.48
8/7/2024,Monitor,Accessories,North,8,7200,6395.47,804.53
4/3/2024,Smartwatch,Electronics,West,3,735,600.47,134.53
1/31/2023,Monitor,Accessories,East,3,2964,2517.46,446.54
3/25/2022,Camera,Electronics,West,9,3699,3422.93,276.07
5/14/2022,Printer,Office,West,3,1563,1341.38,221.62
7/13/2023,Mouse,Accessories,South,2,124,91.73,32.27
7/3/2023,Mouse,Accessories,North,2,416,344.32,71.68
3/7/2023,Camera,Electronics,South,8,2624,2329.76,294.24
11/4/2024,Headphones,Accessories,East,4,1636,1501.15,134.85
12/24/2023,Headphones,Accessories,East,8,8200,6221.07,1978.93
3/10/2022,Mouse,Accessories,East,5,5615,4899.42,715.58
9/30/2022,Printer,Office,East,5,3085,2671.48,413.52
12/7/2024,Keyboard,Accessories,South,6,3198,2284.24,913.76
2/13/2022,Camera,Electronics,West,4,1848,1473.34,374.66
4/11/2023,Smartwatch,Electronics,North,4,652,535.94,116.06
11/22/2022,Mouse,Accessories,South,6,2940,2330.01,609.99
5/29/2022,Headphones,Accessories,East,4,3912,3457.11,454.89
10/9/2022,Tablet,Electronics,South,8,9392,8500.93,891.07
10/21/2022,Monitor,Accessories,West,1,312,268.99,43.01
11/24/2023,Laptop,Electronics,East,9,7731,6271.26,1459.74
6/23/2023,Tablet,Electronics,West,1,1081,851.68,229.32
8/16/2023,Smartphone,Electronics,West,6,1926,1532.99,393.01
7/26/2022,Monitor,Accessories,East,3,936,847.49,88.51
12/29/2024,Laptop,Electronics,South,9,8550,6579.02,1970.98
8/24/2023,Monitor,Accessories,North,4,2468,2010.49,457.51
9/4/2023,Tablet,Electronics,West,3,801,710.66,90.34
1/3/2023,Laptop,Electronics,East,9,2655,1953.89,701.11
11/30/2023,Smartwatch,Electronics,West,8,3928,3227.62,700.38
7/11/2024,Monitor,Accessories,East,8,6488,5049.66,1438.34
2/3/2024,Headphones,Accessories,West,9,7695,5945.74,1749.26
7/19/2023,Headphones,Accessories,West,2,1856,1387.81,468.19
4/14/2022,Smartwatch,Electronics,North,7,1519,1115.37,403.63
1/19/2024,Tablet,Electronics,West,3,3549,2552.95,996.05
9/12/2024,Laptop,Electronics,East,3,1656,1277.16,378.84
8/24/2024,Keyboard,Accessories,North,7,812,636.45,175.55
12/25/2022,Mouse,Accessories,North,5,3730,2865.59,864.41
12/24/2023,Monitor,Accessories,South,1,1161,950.13,210.87
5/18/2022,Headphones,Accessories,North,3,2256,1973.48,282.52
9/28/2024,Monitor,Accessories,East,1,359,280.83,78.17
3/23/2024,Headphones,Accessories,East,2,130,118.9,11.1
9/26/2022,Mouse,Accessories,South,8,4248,3416.46,831.54
10/4/2024,Camera,Electronics,South,5,1825,1603.53,221.47
9/25/2024,Keyboard,Accessories,East,2,876,651.99,224.01
1/3/2023,Camera,Electronics,North,9,9180,6427.16,2752.84
3/26/2024,Monitor,Accessories,West,5,1765,1604.11,160.89
10/6/2022,Monitor,Accessories,South,2,1504,1339.49,164.51
6/30/2022,Keyboard,Accessories,South,9,1881,1450.22,430.78
1/16/2022,Keyboard,Accessories,East,9,7425,5891.28,1533.72
10/16/2022,Tablet,Electronics,East,9,720,527.17,192.83
5/7/2024,Smartphone,Electronics,West,5,2985,2286.78,698.22
1/4/2022,Laptop,Electronics,North,9,711,510.89,200.11
8/13/2024,Printer,Office,South,6,6276,4879.75,1396.25
1/13/2023,Mouse,Accessories,East,7,7966,7010.2,955.8
3/14/2023,Headphones,Accessories,East,8,4200,3345.11,854.89
5/17/2024,Laptop,Electronics,East,7,455,375,80
10/15/2024,Keyboard,Accessories,South,8,5040,4574.64,465.36
9/11/2023,Mouse,Accessories,East,1,856,768.31,87.69
7/20/2023,Monitor,Accessories,West,5,5230,4844.23,385.77
3/19/2022,Laptop,Electronics,South,5,4635,3865.97,769.03
12/7/2024,Laptop,Electronics,East,6,5508,5147.72,360.28
6/6/2023,Smartphone,Electronics,North,1,258,230.99,27.01
7/13/2023,Smartphone,Electronics,East,1,677,588.59,88.41
7/10/2023,Monitor,Accessories,West,5,4545,3789.95,755.05
9/9/2024,Smartphone,Electronics,South,5,4370,3114.64,1255.36
1/6/2023,Keyboard,Accessories,East,3,372,314.49,57.51
9/5/2024,Camera,Electronics,West,9,3177,2547.04,629.96
4/19/2023,Printer,Office,South,7,1659,1531.52,127.48
4/20/2023,Tablet,Electronics,South,3,3360,2600.69,759.31
3/2/2023,Smartphone,Electronics,West,2,1132,841.44,290.56
10/5/2024,Smartwatch,Electronics,East,5,1815,1346.38,468.62
11/11/2023,Mouse,Accessories,North,1,459,333.81,125.19
11/15/2023,Smartphone,Electronics,West,1,1128,1054.26,73.74
10/30/2024,Monitor,Accessories,East,6,1170,1065.37,104.63
8/1/2022,Smartwatch,Electronics,North,5,4420,4039.31,380.69
2/29/2024,Smartphone,Electronics,West,6,456,386.85,69.15
2/25/2024,Tablet,Electronics,North,2,1458,1303.21,154.79
6/24/2024,Monitor,Accessories,West,7,2989,2791.42,197.58
12/20/2024,Camera,Electronics,North,4,3424,2578.32,845.68
10/14/2024,Mouse,Accessories,West,2,1226,1101.75,124.25
11/16/2024,Laptop,Electronics,North,8,6760,5662.37,1097.63
9/25/2023,Smartphone,Electronics,West,1,111,97.39,13.61
6/9/2023,Printer,Office,North,5,3275,3052.71,222.29
9/8/2024,Headphones,Accessories,North,3,2508,2009.31,498.69
9/1/2024,Keyboard,Accessories,South,8,904,701.65,202.35
9/5/2024,Printer,Office,West,3,1506,1078.16,427.84
10/23/2022,Smartphone,Electronics,South,3,987,889.99,97.01
1/29/2022,Smartphone,Electronics,East,7,2968,2239.06,728.94
3/17/2022,Mouse,Accessories,South,5,4200,3453.14,746.86
1/16/2024,Smartwatch,Electronics,North,5,1645,1331.34,313.66
11/25/2024,Printer,Office,East,3,3282,2789.41,492.59
2/13/2022,Headphones,Accessories,East,9,4914,3753.55,1160.45
3/30/2023,Laptop,Electronics,North,6,3924,3161.04,762.96
9/12/2023,Headphones,Accessories,South,6,420,354.38,65.62
6/28/2024,Printer,Office,West,4,1544,1437.98,106.02
8/29/2022,Headphones,Accessories,East,2,2046,1812.53,233.47
11/22/2023,Headphones,Accessories,West,2,1548,1390.52,157.48
5/10/2023,Keyboard,Accessories,North,4,3184,2705.73,478.27
10/17/2024,Printer,Office,South,5,3385,2610.14,774.86
10/11/2023,Monitor,Accessories,North,1,59,48.68,10.32
5/18/2024,Monitor,Accessories,South,8,5976,4959.01,1016.99
1/30/2023,Mouse,Accessories,West,3,1791,1668.5,122.5
1/13/2023,Smartwatch,Electronics,West,2,1644,1454.68,189.32
5/17/2024,Tablet,Electronics,West,8,6584,6039.38,544.62
8/3/2022,Headphones,Accessories,East,5,1620,1294.13,325.87
2/6/2024,Mouse,Accessories,West,9,2736,2328.78,407.22
4/11/2024,Monitor,Accessories,South,4,1064,789.53,274.47
6/18/2024,Camera,Electronics,South,7,2667,2303.5,363.5
4/3/2023,Headphones,Accessories,South,3,735,517.21,217.79
12/18/2024,Laptop,Electronics,East,1,58,46.75,11.25
4/25/2023,Camera,Electronics,South,7,3136,2285.7,850.3
9/17/2023,Mouse,Accessories,East,4,3936,3561.66,374.34
11/23/2022,Smartphone,Electronics,East,9,6102,5154.09,947.91
5/17/2024,Smartphone,Electronics,North,8,9408,8855.56,552.44
12/14/2022,Mouse,Accessories,South,9,7875,6631.44,1243.56
10/13/2024,Keyboard,Accessories,North,9,9900,9323.2,576.8
10/16/2024,Keyboard,Accessories,North,2,430,315.09,114.91
9/18/2023,Mouse,Accessories,South,3,813,574.9,238.1
12/9/2023,Camera,Electronics,South,4,4176,3195.89,980.11
10/2/2023,Camera,Electronics,South,4,3084,2735.62,348.38
3/31/2022,Mouse,Accessories,West,7,8008,6414.35,1593.65
6/12/2024,Smartwatch,Electronics,South,4,4608,3644.5,963.5
6/16/2024,Headphones,Accessories,West,4,4356,3741.38,614.62
9/4/2023,Printer,Office,South,1,566,396.83,169.17
12/2/2022,Laptop,Electronics,East,7,945,869.79,75.21
11/12/2022,Smartwatch,Electronics,North,4,2200,1715.67,484.33
12/30/2024,Mouse,Accessories,North,1,746,614.75,131.25
12/6/2024,Monitor,Accessories,East,5,3505,2826.82,678.18
5/26/2024,Monitor,Accessories,East,5,4795,3975.88,819.12
10/20/2024,Monitor,Accessories,North,5,4590,3939.95,650.05
5/4/2023,Monitor,Accessories,North,4,2092,1624.98,467.02
5/9/2024,Mouse,Accessories,South,8,3568,3233.87,334.13
12/7/2023,Smartphone,Electronics,West,9,10404,8375.79,2028.21
12/10/2022,Printer,Office,South,9,7029,6023.42,1005.58
11/21/2022,Laptop,Electronics,West,8,664,537.4,126.6
11/20/2024,Tablet,Electronics,West,3,1923,1649,274
11/30/2022,Printer,Office,West,7,2471,1904.49,566.51
1/3/2024,Smartphone,Electronics,North,2,258,193.88,64.12
10/29/2024,Smartwatch,Electronics,East,9,1134,866.74,267.26
9/24/2024,Headphones,Accessories,East,5,855,616.17,238.83
4/9/2024,Smartwatch,Electronics,West,9,3231,2560.15,670.85
9/5/2024,Tablet,Electronics,South,7,3591,3324.41,266.59
2/3/2024,Camera,Electronics,East,2,254,233.52,20.48
3/17/2023,Smartphone,Electronics,South,5,5930,4736.68,1193.32
7/15/2024,Headphones,Accessories,West,2,1344,1046.01,297.99
3/20/2023,Laptop,Electronics,East,1,920,821.69,98.31
8/28/2022,Printer,Office,North,9,5454,5068.49,385.51
12/1/2022,Laptop,Electronics,West,8,9512,8848.77,663.23
1/21/2023,Mouse,Accessories,North,4,2972,2144.54,827.46
5/23/2024,Smartwatch,Electronics,West,3,3360,2894.98,465.02
10/24/2022,Tablet,Electronics,West,4,1004,763.87,240.13
12/25/2024,Headphones,Accessories,West,2,1944,1611.45,332.55
9/18/2023,Monitor,Accessories,East,5,5055,3854.91,1200.09
7/18/2022,Smartwatch,Electronics,West,2,128,119.67,8.33
3/9/2024,Smartphone,Electronics,East,3,633,469.97,163.03
12/14/2022,Printer,Office,South,3,2523,2016.3,506.7
11/6/2023,Printer,Office,West,1,196,156.4,39.6
2/11/2022,Printer,Office,East,9,4212,3659.04,552.96
3/28/2024,Monitor,Accessories,North,1,63,45.71,17.29
7/2/2023,Mouse,Accessories,South,8,2752,2357.34,394.66
11/11/2024,Mouse,Accessories,West,3,1989,1569.39,419.61
3/9/2024,Laptop,Electronics,East,8,8032,7565.81,466.19
1/21/2022,Tablet,Electronics,South,6,3702,3294.66,407.34
10/17/2022,Smartwatch,Electronics,East,8,456,365.76,90.24
2/10/2023,Camera,Electronics,West,7,5355,4211.84,1143.16
3/4/2024,Camera,Electronics,West,1,972,710.09,261.91
1/8/2022,Headphones,Accessories,South,5,3290,2492.18,797.82
11/24/2022,Laptop,Electronics,East,1,735,595.69,139.31
10/24/2024,Tablet,Electronics,North,3,3336,2537.74,798.26
10/3/2022,Keyboard,Accessories,West,3,2082,1735.47,346.53
7/18/2024,Keyboard,Accessories,East,2,1340,1210.11,129.89
3/13/2022,Laptop,Electronics,East,5,1160,932.87,227.13
9/21/2024,Monitor,Accessories,East,4,1272,972.16,299.84
1/14/2022,Printer,Office,West,3,2817,2228.53,588.47
3/5/2024,Monitor,Accessories,East,3,1464,1199.33,264.67
2/13/2023,Headphones,Accessories,West,1,307,246.49,60.51
10/1/2022,Tablet,Electronics,West,6,5706,4399.08,1306.92
5/25/2024,Headphones,Accessories,North,1,1112,1011.53,100.47
7/15/2023,Keyboard,Accessories,West,1,1147,1013.52,133.48
2/11/2023,Laptop,Electronics,North,2,330,263.43,66.57
7/12/2023,Monitor,Accessories,North,4,2176,1925.11,250.89
3/19/2022,Headphones,Accessories,South,7,7616,6298.21,1317.79
7/16/2024,Printer,Office,North,1,1091,832.7,258.3
4/3/2024,Tablet,Electronics,East,2,1026,746.24,279.76
11/17/2024,Tablet,Electronics,West,2,210,167.96,42.04
9/17/2022,Printer,Office,North,2,180,169.22,10.78
9/12/2024,Tablet,Electronics,North,4,380,307.12,72.88
8/13/2023,Monitor,Accessories,West,8,7664,6083.45,1580.55
10/22/2022,Smartphone,Electronics,East,8,6056,5026.1,1029.9
1/28/2022,Mouse,Accessories,North,6,606,501.48,104.52
3/30/2024,Monitor,Accessories,North,3,750,556.14,193.86
12/11/2024,Printer,Office,East,2,1218,999.12,218.88
3/26/2023,Laptop,Electronics,West,2,2162,1806.55,355.45
3/13/2023,Headphones,Accessories,East,9,2223,1875.99,347.01
9/19/2023,Smartphone,Electronics,West,7,4452,3531.95,920.05
2/8/2022,Printer,Office,West,1,184,133.81,50.19
4/5/2022,Headphones,Accessories,North,3,288,210.62,77.38
1/24/2024,Camera,Electronics,West,2,834,683.88,150.12
8/20/2023,Keyboard,Accessories,East,5,4025,3101.83,923.17
9/8/2023,Headphones,Accessories,West,7,4732,3647.72,1084.28
5/19/2022,Headphones,Accessories,West,5,4025,3617.28,407.72
7/15/2023,Printer,Office,South,8,2416,1915.07,500.93
3/16/2024,Tablet,Electronics,North,7,1897,1372.31,524.69
4/16/2022,Mouse,Accessories,East,4,840,649.87,190.13
1/2/2022,Mouse,Accessories,North,8,6600,6239.55,360.45
10/20/2022,Laptop,Electronics,West,2,2362,2019.73,342.27
2/4/2024,Headphones,Accessories,South,6,2958,2380.73,577.27
3/22/2024,Tablet,Electronics,East,1,477,420.51,56.49
6/4/2022,Keyboard,Accessories,North,3,942,857.2,84.8
1/21/2023,Camera,Electronics,East,2,2084,1497.28,586.72
8/16/2023,Tablet,Electronics,West,6,4584,4110.63,473.37
5/28/2022,Printer,Office,East,1,1118,798.72,319.28
4/30/2024,Mouse,Accessories,North,9,4005,3352.85,652.15
3/4/2024,Smartwatch,Electronics,East,5,4610,3316.63,1293.37
10/14/2024,Keyboard,Accessories,South,1,551,464.16,86.84
8/5/2022,Printer,Office,West,1,75,55.71,19.29
12/19/2023,Mouse,Accessories,South,6,6576,4676.33,1899.67
3/26/2023,Printer,Office,North,6,6432,5021.48,1410.52
8/8/2022,Headphones,Accessories,South,7,7763,6318.73,1444.27
3/2/2024,Monitor,Accessories,East,7,2240,1617.71,622.29
12/4/2022,Headphones,Accessories,East,6,5298,4088.12,1209.88
7/15/2023,Smartwatch,Electronics,North,2,116,83.73,32.27
2/2/2022,Tablet,Electronics,East,8,6728,5587.81,1140.19
12/2/2022,Monitor,Accessories,North,5,490,434.41,55.59
1/26/2024,Monitor,Accessories,North,7,2765,2065.14,699.86
4/21/2022,Smartphone,Electronics,West,8,2680,2081.03,598.97
8/19/2023,Camera,Electronics,East,2,2174,1838.63,335.37
4/11/2024,Monitor,Accessories,North,9,5562,4303.88,1258.12
9/27/2022,Smartphone,Electronics,East,8,9208,6612.67,2595.33
8/31/2024,Smartphone,Electronics,West,4,4512,3965.29,546.71
3/4/2024,Camera,Electronics,West,9,7974,6008.04,1965.96
4/30/2022,Monitor,Accessories,East,6,4944,3608.96,1335.04
3/19/2022,Printer,Office,South,3,1611,1376.16,234.84
7/5/2024,Smartwatch,Electronics,West,9,4599,3980.11,618.89
3/21/2024,Laptop,Electronics,East,6,4380,3960.7,419.3
10/20/2024,Headphones,Accessories,South,2,2376,1795.74,580.26
1/3/2023,Monitor,Accessories,South,9,6588,4787.1,1800.9
1/5/2022,Mouse,Accessories,East,5,3745,3024.92,720.08
6/18/2022,Camera,Electronics,North,5,5305,3915.75,1389.25
5/19/2023,Tablet,Electronics,North,8,1608,1275.88,332.12
7/18/2024,Monitor,Accessories,East,9,4977,4231.19,745.81
2/9/2022,Smartphone,Electronics,East,7,4529,4255.03,273.97
4/15/2024,Camera,Electronics,West,7,4690,4370.58,319.42
11/12/2024,Keyboard,Accessories,East,4,2424,1879.93,544.07
11/27/2024,Keyboard,Accessories,North,6,3594,2983.23,610.77
5/3/2022,Keyboard,Accessories,North,7,3962,3470.1,491.9
3/14/2024,Camera,Electronics,East,2,944,794.62,149.38
12/20/2022,Smartwatch,Electronics,West,6,6792,5004.03,1787.97
3/6/2023,Tablet,Electronics,North,7,6804,5420.19,1383.81
9/20/2024,Camera,Electronics,South,6,816,717.25,98.75
7/10/2022,Monitor,Accessories,North,6,5916,5371.41,544.59
6/17/2022,Mouse,Accessories,South,5,5730,5419.42,310.58
5/13/2024,Headphones,Accessories,East,7,8288,7502.46,785.54
6/24/2022,Headphones,Accessories,South,2,2046,1651.07,394.93
6/5/2022,Tablet,Electronics,East,9,5031,3881.52,1149.48
3/10/2022,Keyboard,Accessories,South,9,1764,1346.05,417.95
7/23/2022,Laptop,Electronics,South,8,1880,1393.12,486.88
12/25/2023,Smartwatch,Electronics,West,2,200,189.55,10.45
10/6/2022,Mouse,Accessories,East,3,2688,2211.23,476.77
1/2/2023,Laptop,Electronics,West,4,3216,3002.19,213.81
12/21/2023,Camera,Electronics,East,8,8440,6935.82,1504.18
4/26/2024,Tablet,Electronics,East,7,1582,1373.58,208.42
7/12/2024,Laptop,Electronics,North,1,58,47.21,10.79
3/26/2022,Smartwatch,Electronics,West,8,608,444.82,163.18
11/19/2024,Smartphone,Electronics,North,3,183,141.18,41.82
7/2/2024,Monitor,Accessories,West,5,3105,2360.74,744.26
4/13/2023,Monitor,Accessories,North,5,2450,1964.82,485.18
12/5/2022,Laptop,Electronics,North,3,3024,2401.71,622.29
4/20/2023,Printer,Office,East,4,3856,3108.21,747.79
3/11/2024,Keyboard,Accessories,West,7,532,410.97,121.03
2/19/2023,Smartphone,Electronics,South,4,3152,2844.38,307.62
12/4/2023,Monitor,Accessories,East,9,8586,7030.18,1555.82
10/21/2022,Monitor,Accessories,South,2,1046,772.62,273.38
2/15/2022,Tablet,Electronics,West,4,3452,2891.69,560.31
3/12/2022,Monitor,Accessories,West,4,2368,2006.98,361.02
10/20/2022,Camera,Electronics,South,2,1924,1501.75,422.25
9/19/2022,Laptop,Electronics,West,5,4580,3431.94,1148.06
11/2/2024,Headphones,Accessories,East,5,3735,3311.06,423.94
5/13/2023,Monitor,Accessories,North,4,2476,2058.84,417.16
7/13/2023,Laptop,Electronics,South,2,162,145.49,16.51
7/4/2022,Printer,Office,West,3,258,219.97,38.03
3/19/2022,Keyboard,Accessories,East,4,3524,2525.71,998.29
5/27/2023,Smartwatch,Electronics,South,8,6184,4387.1,1796.9
3/7/2023,Monitor,Accessories,West,6,3750,3104.31,645.69
4/15/2022,Mouse,Accessories,South,5,1465,1040.36,424.64
3/28/2024,Camera,Electronics,North,4,4480,4067.95,412.05
2/29/2024,Laptop,Electronics,North,8,1544,1262.78,281.22
1/21/2024,Headphones,Accessories,North,9,7974,6792.96,1181.04
3/30/2024,Printer,Office,East,5,5920,4240.85,1679.15
10/2/2024,Smartwatch,Electronics,South,8,8792,6746.46,2045.54
12/18/2023,Smartwatch,Electronics,East,1,294,241.63,52.37
1/23/2022,Camera,Electronics,East,7,1169,904.63,264.37
2/14/2024,Camera,Electronics,West,8,9232,8351.48,880.52
10/9/2023,Headphones,Accessories,South,4,1396,1260.52,135.48
1/23/2024,Camera,Electronics,North,9,10188,8779.82,1408.18
9/13/2022,Monitor,Accessories,West,2,222,198.35,23.65
4/3/2024,Monitor,Accessories,West,2,1328,969.93,358.07
11/6/2024,Printer,Office,East,9,5085,4596.37,488.63
8/2/2024,Mouse,Accessories,West,3,1245,1015.27,229.73
8/18/2022,Tablet,Electronics,South,2,960,835.98,124.02
3/3/2024,Smartphone,Electronics,West,9,5553,5223.21,329.79
9/10/2023,Keyboard,Accessories,North,2,1790,1553.24,236.76
7/11/2024,Keyboard,Accessories,West,8,2712,2464.16,247.84
5/6/2024,Laptop,Electronics,North,1,632,542.86,89.14
1/13/2022,Headphones,Accessories,South,8,4904,4383.26,520.74
12/5/2022,Keyboard,Accessories,South,1,361,302.2,58.8
2/11/2022,Printer,Office,West,9,7290,6448.93,841.07
3/8/2024,Smartwatch,Electronics,South,4,2052,1870.36,181.64
5/21/2024,Mouse,Accessories,North,3,1842,1729.15,112.85
12/6/2023,Mouse,Accessories,North,9,10593,8104.31,2488.69
8/28/2022,Camera,Electronics,South,6,1218,1088.64,129.36
11/19/2023,Mouse,Accessories,South,5,4240,3813.59,426.41
10/29/2024,Keyboard,Accessories,East,2,226,187.48,38.52
3/25/2022,Camera,Electronics,East,6,5154,4081.2,1072.8
7/30/2023,Mouse,Accessories,North,6,1236,931.12,304.88
11/14/2022,Tablet,Electronics,South,1,1179,1019.58,159.42
12/29/2024,Printer,Office,West,5,2275,1961.5,313.5
5/21/2023,Smartwatch,Electronics,North,7,6188,4956.7,1231.3
12/16/2023,Headphones,Accessories,West,3,2946,2279.01,666.99
9/10/2023,Headphones,Accessories,South,5,5085,3912.88,1172.12
5/2/2022,Keyboard,Accessories,North,2,712,506.47,205.53
2/3/2023,Smartwatch,Electronics,East,6,648,585.75,62.25
2/2/2023,Mouse,Accessories,North,5,2735,2251.8,483.2
12/26/2022,Printer,Office,North,6,2910,2736.55,173.45
5/15/2022,Smartwatch,Electronics,South,1,263,193.61,69.39
12/5/2023,Smartphone,Electronics,North,2,876,809.32,66.68
11/5/2023,Mouse,Accessories,West,1,913,750.76,162.24
10/13/2024,Laptop,Electronics,South,9,594,500.08,93.92
2/27/2022,Headphones,Accessories,South,2,956,753.86,202.14
6/17/2024,Laptop,Electronics,East,7,7301,5274.57,2026.43
5/14/2023,Headphones,Accessories,South,6,5754,4125.39,1628.61
6/21/2022,Headphones,Accessories,East,4,1372,1097.53,274.47
7/8/2022,Headphones,Accessories,North,8,920,705.73,214.27
1/18/2024,Smartphone,Electronics,North,3,885,734.21,150.79
12/30/2024,Camera,Electronics,North,1,379,339.59,39.41
9/9/2024,Headphones,Accessories,West,8,1024,822.08,201.92
5/4/2024,Keyboard,Accessories,West,4,4312,3923.52,388.48
6/6/2023,Mouse,Accessories,East,5,5030,4489.27,540.73
1/31/2022,Smartphone,Electronics,West,2,1438,1122.17,315.83
4/7/2022,Keyboard,Accessories,South,1,419,310.64,108.36
2/24/2022,Headphones,Accessories,East,3,3519,2583.28,935.72
4/3/2022,Tablet,Electronics,East,8,2912,2460.03,451.97
2/20/2023,Smartphone,Electronics,North,5,4005,3778.91,226.09
8/22/2023,Smartwatch,Electronics,South,5,2075,1803.29,271.71
2/23/2023,Laptop,Electronics,South,2,120,112.26,7.74
8/12/2024,Camera,Electronics,North,4,564,531.2,32.8
10/1/2023,Smartwatch,Electronics,East,2,486,423.42,62.58
4/15/2023,Smartwatch,Electronics,East,2,1488,1145.13,342.87
2/24/2023,Laptop,Electronics,West,6,3096,2818.32,277.68
11/4/2022,Smartwatch,Electronics,West,8,6488,4642.93,1845.07
4/11/2024,Smartwatch,Electronics,West,4,4284,3435.56,848.44
7/5/2022,Smartwatch,Electronics,North,8,1864,1753.19,110.81
5/8/2024,Camera,Electronics,West,5,4435,3480.88,954.12
10/3/2024,Camera,Electronics,East,4,3296,2835.02,460.98
5/5/2023,Mouse,Accessories,East,3,780,562.08,217.92
6/2/2022,Smartwatch,Electronics,East,7,4396,3433.39,962.61
